name,score
[damaged],0.5372434801363075
[left],0.4777103251142243
[right],0.4777103251142242
[inner joints],0.39125715653272797
[degraded],0.15057233896732855
"[hook guard,endleaves,guards]",0.1465531039382197
"[spine,spine piece,spine-section]",0.1319141927850946
[detached],0.09941596863308413
[broken],0.09941596863308413
[sewing supports],0.05846502308630793
[textblocks],0.05445336651558758
[spine (bookblocks)],0.05426995472256432
[tail],0.054266846048106304
[head],0.054266846048106304
[distorted],0.05157350541444977
[covering material],0.027284498884602833
[repaired],0.026274229536948246
[mold],0.025086348383873937
[losses],0.012433423066037895
[corners],0.008607163599073573
[boards],0.006630651848076875
"[cover,covers]",0.004208892128649037
[outer joints],0.003992253181041764
[sewn structures],0.003580251572293242
[shelfmarks],0.003505643385300731
[bookblocks],0.003505643385300731
[Kew (name)],0.003505592808252631
"[Damaged (The National Archives, WO 69/905)]",0.0025820343507047955
"[Left (The National Archives, WO 69/905)]",0.0024388093354590834
"[Right (The National Archives, WO 69/905)]",0.0024388093354590834
"[Damaged (The National Archives, WO 69/905)]",0.002362532091931645
"[Repaired (The National Archives, WO 69/905)]",0.002298690695714659
"[Inner joints (The National Archives, WO 69/905)]",0.0022893646723405963
"[Inner joints (The National Archives, WO 69/905)]",0.0022893646723405963
"[Damaged (The National Archives, B 3/5243)]",0.001477084754700992
"[Damaged (The National Archives, T 20/1220)]",0.001477084754700992
"[Damaged (The National Archives, FO 802/607)]",0.0014739760802429708
"[Damaged (The National Archives, E 36/2)]",0.0014739760802429704
"[Damaged (The National Archives, ADM 37/5039)]",0.0014739760802429704
"[Degraded (The National Archives, ADM 37/5039)]",0.0014739760802429704
"[Damaged (The National Archives, RAIL 527/1429)]",0.001403917335109942
"[Damaged (The National Archives, FO 97/341)]",0.001403917335109942
"[Degraded (The National Archives, FO 97/341)]",0.0014008086606519209
"[Degraded (The National Archives, SP 104/143)]",0.0014008086606519209
"[Degraded (The National Archives, RAIL 527/1429)]",0.0014008086606519209
"[Damaged (The National Archives, SP 104/143)]",0.0014008086606519209
"[Degraded (The National Archives, SP 71/19)]",0.0014008086606519207
"[Degraded (The National Archives, CO 31/1)]",0.0014008086606519207
"[Damaged (The National Archives, ADM 1/5437)]",0.0014008086606519207
"[Damaged (The National Archives, ADM 139/1027)]",0.001327641241060871
"[Damaged (The National Archives, SP 104/171)]",0.001327641241060871
"[Damaged (The National Archives, CO 299/89)]",0.001327641241060871
"[Degraded (The National Archives, CO 299/89)]",0.001327641241060871
"[Degraded (The National Archives, CRIM 10/28)]",0.0013276412410608708
"[Damaged (The National Archives, ADM 1/5438)]",0.0013276412410608708
"[Damaged (The National Archives, ADM 1/5437)]",0.0013276412410608708
"[Damaged (The National Archives, LC 5/156)]",0.0013276412410608708
"[Damaged (The National Archives, DL 30/603/2)]",0.0013276412410608708
"[Damaged (The National Archives, ADM 55/32)]",0.0013276412410608708
"[Right (The National Archives, E 405/550)]",0.001260692319864229
"[Left (The National Archives, E 405/550)]",0.001260692319864229
"[Left (The National Archives, ADM 1/2628)]",0.001260692319864229
"[Left (The National Archives, PC 6/15)]",0.001260692319864229
"[Right (The National Archives, PC 6/15)]",0.001260692319864229
"[Right (The National Archives, ADM 1/2628)]",0.001260692319864229
"[Left (The National Archives, CRIM 10/28)]",0.0012575836454062075
"[Left (The National Archives, SP 44/335)]",0.0012575836454062075
"[Left (The National Archives, T 20/1220)]",0.0012575836454062075
"[Right (The National Archives, CRIM 10/28)]",0.0012575836454062075
"[Left (The National Archives, DL 30/603/2)]",0.0012575836454062075
"[Left (The National Archives, HCA 13/78)]",0.0012575836454062075
"[Right (The National Archives, ADM 139/1025)]",0.0012575836454062075
"[Left (The National Archives, PRO 30/69/1186)]",0.0012575836454062075
"[Left (The National Archives, SP 104/171)]",0.0012575836454062075
"[Left (The National Archives, ADM 1/5437)]",0.0012575836454062075
"[Right (The National Archives, ADM 1/5437)]",0.0012575836454062075
"[Right (The National Archives, E 36/2)]",0.0012575836454062075
"[Left (The National Archives, ADM 37/5039)]",0.0012575836454062075
"[Left (The National Archives, E 36/29)]",0.0012575836454062075
"[Left (The National Archives, ADM 139/1027)]",0.0012575836454062075
"[Right (The National Archives, ADM 55/107)]",0.0012575836454062075
"[Left (The National Archives, ADM 139/1023)]",0.0012575836454062075
"[Right (The National Archives, HCA 13/78)]",0.0012575836454062075
"[Left (The National Archives, SP 91/14)]",0.0012575836454062075
"[Right (The National Archives, DL 30/603/2)]",0.0012575836454062075
"[Left (The National Archives, FO 802/607)]",0.0012575836454062075
"[Left (The National Archives, CO 5/904)]",0.0012575836454062075
"[Left (The National Archives, ASSI 41/4)]",0.0012575836454062075
"[Left (The National Archives, E 36/2)]",0.0012575836454062075
"[Right (The National Archives, ADM 37/5039)]",0.0012575836454062075
"[Left (The National Archives, ADM 55/32)]",0.0012575836454062075
"[Left (The National Archives, ADM 55/107)]",0.0012575836454062075
"[Left (The National Archives, ADM 139/1025)]",0.0012575836454062075
"[Right (The National Archives, ASSI 41/4)]",0.0012575836454062075
"[Right (The National Archives, ADM 42/681)]",0.0012575836454062075
"[Right (The National Archives, SP 105/207)]",0.0012575836454062075
"[Right (The National Archives, SP 24/18)]",0.0012575836454062075
"[Right (The National Archives, ADM 1/5438)]",0.0012575836454062075
"[Right (The National Archives, T 20/1220)]",0.0012575836454062075
"[Left (The National Archives, ADM 42/681)]",0.0012575836454062075
"[Left (The National Archives, SP 24/18)]",0.0012575836454062075
"[Right (The National Archives, CO 5/904)]",0.0012575836454062075
"[Left (The National Archives, ADM 1/5438)]",0.0012575836454062075
"[Right (The National Archives, PRO 30/69/1186)]",0.0012575836454062075
"[Right (The National Archives, SP 44/335)]",0.0012575836454062075
"[Right (The National Archives, ADM 139/1027)]",0.0012575836454062075
"[Right (The National Archives, FO 802/614)]",0.0012575836454062075
"[Right (The National Archives, ADM 55/32)]",0.0012575836454062075
"[Left (The National Archives, FO 802/614)]",0.0012575836454062075
"[Right (The National Archives, FO 802/607)]",0.0012575836454062075
"[Right (The National Archives, ADM 139/1023)]",0.0012575836454062075
"[Right (The National Archives, E 36/29)]",0.0012575836454062075
"[Left (The National Archives, SP 105/207)]",0.0012575836454062075
"[Right (The National Archives, SP 104/171)]",0.0012575836454062075
"[Right (The National Archives, SP 91/14)]",0.0012575836454062075
"[Degraded (The National Archives, WO 381/11)]",0.0012544738214698204
"[Degraded (The National Archives, ADM 223/31)]",0.0012544738214698204
"[Damaged (The National Archives, ASSI 41/4)]",0.0012544738214698204
"[Damaged (The National Archives, ADM 1/2628)]",0.0012544738214698204
"[Damaged (The National Archives, CO 31/1)]",0.0012544738214698204
"[Damaged (The National Archives, CO 5/904)]",0.0012544738214698204
"[Distorted (The National Archives, HCA 13/78)]",0.0011937410997108556
"[Distorted (The National Archives, SP 71/19)]",0.0011937410997108556
"[Mold (The National Archives, DL 30/603/2)]",0.0011937410997108556
"[Distorted (The National Archives, ADM 37/5039)]",0.0011906324252528343
"[Mold (The National Archives, T 20/1220)]",0.0011906324252528343
"[Distorted (The National Archives, SP 91/14)]",0.0011875237507948135
"[Losses (The National Archives, ADM 223/31)]",0.0011875237507948135
"[Inner joints (The National Archives, E 405/550)]",0.0011844150763367913
"[Damaged (The National Archives, RAIL 950/17)]",0.0011844150763367913
"[Damaged (The National Archives, ADM 1/2628)]",0.0011844150763367913
"[Inner joints (The National Archives, PC 6/15)]",0.0011844150763367913
"[Damaged (The National Archives, CO 473/9)]",0.0011844150763367913
"[Inner joints (The National Archives, E 405/550)]",0.0011844150763367913
"[Inner joints (The National Archives, PC 6/15)]",0.0011844150763367913
"[Damaged (The National Archives, ADM 1/2628)]",0.0011844150763367913
"[Inner joints (The National Archives, ADM 1/5437)]",0.0011813064018787705
"[Damaged (The National Archives, PRO 30/69/1186)]",0.0011813064018787705
"[Inner joints (The National Archives, ADM 55/32)]",0.0011813064018787705
"[Inner joints (The National Archives, ADM 55/107)]",0.0011813064018787705
"[Inner joints (The National Archives, SP 91/14)]",0.0011813064018787705
"[Damaged (The National Archives, PC 6/15)]",0.0011813064018787705
"[Inner joints (The National Archives, E 36/2)]",0.0011813064018787705
"[Inner joints (The National Archives, ADM 55/32)]",0.0011813064018787705
"[Inner joints (The National Archives, HCA 13/78)]",0.0011813064018787705
"[Inner joints (The National Archives, FO 802/607)]",0.0011813064018787705
"[Inner joints (The National Archives, SP 91/14)]",0.0011813064018787705
"[Inner joints (The National Archives, SP 24/18)]",0.0011813064018787705
"[Inner joints (The National Archives, FO 802/614)]",0.0011813064018787705
"[Inner joints (The National Archives, HCA 13/78)]",0.0011813064018787705
"[Inner joints (The National Archives, ADM 1/5438)]",0.0011813064018787705
"[Damaged (The National Archives, SP 44/335)]",0.0011813064018787705
"[Damaged (The National Archives, E 36/29)]",0.0011813064018787705
"[Damaged (The National Archives, SP 24/18)]",0.0011813064018787705
"[Inner joints (The National Archives, E 36/2)]",0.0011813064018787705
"[Inner joints (The National Archives, ADM 42/681)]",0.0011813064018787705
"[Inner joints (The National Archives, ADM 1/5437)]",0.0011813064018787705
"[Inner joints (The National Archives, ADM 1/5438)]",0.0011813064018787705
"[Inner joints (The National Archives, ADM 55/107)]",0.0011813064018787705
"[Inner joints (The National Archives, ADM 42/681)]",0.0011813064018787705
"[Inner joints (The National Archives, FO 802/614)]",0.0011813064018787705
"[Inner joints (The National Archives, SP 105/207)]",0.0011813064018787705
"[Inner joints (The National Archives, SP 105/207)]",0.0011813064018787705
"[Inner joints (The National Archives, SP 24/18)]",0.0011813064018787705
"[Damaged (The National Archives, SP 91/14)]",0.0011813064018787705
"[Inner joints (The National Archives, FO 802/607)]",0.0011813064018787705
"[hollow,spine lining]",0.0009526310228005068
[sewing],0.0007955539886983017
[Leather - not specified],0.00042801864043924185
"[Right (The National Archives, WO 69/905)]",0.00016196007277646774
"[Left (The National Archives, WO 69/905)]",0.00016196007277646774
"[New spine-section (The National Archives, WO 69/905)]",0.0001619600727764677
"[Damaged (The National Archives, WO 69/905)]",0.00016187936792557672
"[Repaired (The National Archives, WO 69/905)]",0.00016187936792557672
"[Spine-section (The National Archives, WO 69/905)]",0.00016187936792557672
"[Spine (The National Archives, WO 69/905)]",0.00016187936792557672
"[Spine (place) (The National Archives, ADM 37/5039)]",0.00015566316848790004
"[Spine (place) (The National Archives, RAIL 950/17)]",0.00015566316848790004
"[Spine (place) (The National Archives, PC 6/15)]",0.00015566316848790004
"[Spine (place) (The National Archives, ADM 223/31)]",0.00015566316848790004
"[Spine (place) (The National Archives, CRIM 10/28)]",0.00015566316848790004
"[Spine (place) (The National Archives, HCA 13/78)]",0.00015566316848790004
"[Detached (The National Archives, WO 69/905)]",0.00015566201900953411
"[Broken (The National Archives, WO 69/905)]",0.00015566201900953411
"[Detached (The National Archives, WO 69/905)]",0.00015566201900953411
"[Broken (The National Archives, WO 69/905)]",0.00015566201900953411
"[Damaged (The National Archives, WO 69/905)]",0.00015255334455151277
"[Sewing supports (The National Archives, WO 69/905)]",0.00015255334455151277
"[Textblock (The National Archives, WO 69/905)]",0.0001496867846461646
"[Bookblock spine (The National Archives, WO 69/905)]",0.00014944467009349148
"[Tail (The National Archives, WO 69/905)]",0.00014944467009349148
"[Head (The National Archives, WO 69/905)]",0.00014944467009349148
"[Left endleaves (The National Archives, WO 69/905)]",0.00014944467009349148
"[Spine (place) (The National Archives, WO 69/905)]",0.00014944467009349148
"[Right endleaves (The National Archives, WO 69/905)]",0.00014944467009349148
[books],0.0001466307503340815
[],0.0001466307503340815
[Kew (place)],0.0001466307503340815
[conservators (people in conservation)],0.00009951437293939606
"[New spine-section (The National Archives, FO 802/607)]",0.00008879265318541777
"[Right (The National Archives, ADM 37/5039)]",0.00008879265318541774
"[Right (The National Archives, SP 24/18)]",0.00008879265318541774
"[New spine-section (The National Archives, E 36/2)]",0.00008879265318541774
"[Left (The National Archives, SP 44/335)]",0.00008879265318541774
"[Left (The National Archives, FO 802/607)]",0.00008879265318541774
"[Left (The National Archives, ADM 37/5039)]",0.00008879265318541774
"[Right (The National Archives, FO 802/614)]",0.00008879265318541774
"[Left (The National Archives, SP 104/143)]",0.00008879265318541774
"[Right (The National Archives, RAIL 950/17)]",0.00008879265318541774
"[Left (The National Archives, ADM 1/5438)]",0.00008879265318541774
"[Spine-section (The National Archives, T 20/1220)]",0.00008879265318541774
"[Left (The National Archives, SP 24/18)]",0.00008879265318541774
"[Right (The National Archives, CRIM 10/28)]",0.00008879265318541774
"[Left (The National Archives, SP 104/171)]",0.00008879265318541774
"[New spine-section (The National Archives, ADM 37/5039)]",0.00008879265318541774
"[Left (The National Archives, FO 802/614)]",0.00008879265318541774
"[Right (The National Archives, SP 44/335)]",0.00008879265318541774
"[Right (The National Archives, SP 104/171)]",0.00008879265318541774
"[Right (The National Archives, SP 104/143)]",0.00008879265318541774
"[Right (The National Archives, FO 802/607)]",0.00008879265318541774
"[Left (The National Archives, RAIL 950/17)]",0.00008879265318541774
"[Left (The National Archives, CO 31/1)]",0.00008879265318541774
"[Right (The National Archives, CO 31/1)]",0.00008879265318541774
"[Spine-section (The National Archives, B 3/5243)]",0.00008879265318541774
"[Left (The National Archives, CRIM 10/28)]",0.00008879265318541774
"[Right (The National Archives, ADM 1/5438)]",0.00008879265318541774
"[Spine-section (The National Archives, FO 802/607)]",0.0000887119483345267
"[Covering material (The National Archives, ADM 37/5039)]",0.0000887119483345267
"[Spine-section (The National Archives, E 36/2)]",0.0000887119483345267
"[Spine (The National Archives, E 36/2)]",0.0000887119483345267
"[Damaged (The National Archives, B 3/5243)]",0.0000887119483345267
"[Corners (The National Archives, FO 802/607)]",0.0000887119483345267
"[Covering material-place (The National Archives, ADM 37/5039)]",0.0000887119483345267
"[Spine (The National Archives, ADM 37/5039)]",0.0000887119483345267
"[Spine-section (The National Archives, ADM 37/5039)]",0.0000887119483345267
"[Distorted (The National Archives, T 20/1220)]",0.0000887119483345267
"[Corners (The National Archives, E 36/2)]",0.0000887119483345267
"[Spine (The National Archives, FO 802/607)]",0.0000887119483345267
"[Damaged (The National Archives, T 20/1220)]",0.0000887119483345267
"[Outer joints (The National Archives, B 3/5243)]",0.0000887119483345267
"[Corners (The National Archives, ADM 37/5039)]",0.0000887119483345267
"[Spine (The National Archives, T 20/1220)]",0.0000887119483345267
"[Spine (The National Archives, B 3/5243)]",0.0000887119483345267
"[Right (The National Archives, ASSI 41/4)]",0.00008568397872739648
"[Left (The National Archives, SP 71/19)]",0.00008568397872739648
"[Right (The National Archives, ADM 139/1027)]",0.00008568397872739648
"[Left (The National Archives, DL 30/603/2)]",0.00008568397872739648
"[Left (The National Archives, ADM 1/5437)]",0.00008568397872739648
"[Left (The National Archives, ADM 139/1027)]",0.00008568397872739648
"[Right (The National Archives, B 3/5243)]",0.00008568397872739648
"[Left (The National Archives, CO 473/9)]",0.00008568397872739648
"[Left (The National Archives, WO 381/11)]",0.00008568397872739648
"[Left (The National Archives, HCA 13/78)]",0.00008568397872739648
"[Right (The National Archives, E 405/550)]",0.00008568397872739648
"[Left (The National Archives, B 3/5243)]",0.00008568397872739648
"[Right (The National Archives, LC 5/156)]",0.00008568397872739648
"[Right (The National Archives, E 315/128)]",0.00008568397872739648
"[Right (The National Archives, SP 71/19)]",0.00008568397872739648
"[Right (The National Archives, PRO 30/69/1186)]",0.00008568397872739648
"[Right (The National Archives, SP 91/14)]",0.00008568397872739648
"[Right (The National Archives, HCA 13/56)]",0.00008568397872739648
"[Left (The National Archives, ASSI 41/4)]",0.00008568397872739648
